link, name, description, keywords, category, cuisine, ingredients, instructions, calories, fat, saturates, sugar, salt
https://groceries.asda.com/recipes/salmon-with-spinach-nuts-raisins/384e6735-2aff-11e9-8802-7daf07a34f81,Salmon with spinach  nuts & raisins,Salmon is a source of omega-3  which contributes to the normal function of the heart.,31-60 min. all autumn bake family favourites family meals fish global main medium cost salmon spinach spring summer weekday winners winter,Dinner Main course,African,500g baby potatoes  halved 2 x 240g packs Asda Boneless Skin On Salmon Fillets 2 tbsp freshly squeezed lemon juice 2 x 160g bags Asda Washed Baby Spinach 1 tbsp olive oil 50g raisins 2 tbsp pine nuts  lightly toasted 2 tbsp chopped chives 2 tbsp chopped parsley,Pre-heat the oven to 180C/160C Fan/Gas 4. Put the baby potatoes in a large pan and cover with cold water.Bring to the boil then cover the pan and simmer for 20 minutes or until the potatoes are tender.Meanwhile place each salmon fillet on a large square of baking paper. Take 1 tbsp of the lemon juice and sprinkle a little over each fillet. Wrap up each square to form a loose parcel leaving room for the air to circulate. Bake for 15-18 minutes or until the salmon flakes easily.In a large pan cook the baby spinach over a low heat stirring often until wilted (you shouldn’t need to add any water). Drain off any excess juices then add 1 tsp of the olive oil the raisins and the remaining lemon juice. Cook over a medium heat for another 2-3 minutes then stir through the toasted pine nuts.When the potatoes are cooked through drain them and then return to the pan. Put on a very low heat for 1 minute to steam off any excess moisture. Remove from the heat and add 2 tsp of the olive oil and the chopped chives and parsley. Lightly crush the potatoes with a fork.Remove the salmon fillets from the paper parcels and serve on the crushed potatoes with the spinach pine nut and raisin mixture spooned on top.,Each serving of this recipe contains 420kcal of Energy. This represents    21 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 19.7g of Fat. This represents    28 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 3.2g of Saturates. This represents    16 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 11.5g of Sugar. This represents    13 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 0.36g of Salt. This represents    6 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/lamb-with-cherry-sauce/384eb568-2aff-11e9-8802-7daf07a34f81,Lamb with cherry sauce,This cherry sauce makes a great accompaniment to the roast lamb,easter lamb,Dinner,British,1 leg lamb  about 2.5kg 1tbsp tomato puree 1tbsp olive oil 200ml red wine  400ml chicken stock  made with a stock cube Juice and zest 1/2 orange  1/2 tsp mixed spice 1 tbsp redcurrant jelly  2 tbsp corn flour  mixed with 4tbsp water  100g frozen cherries  thawed or fresh,Pre-heat the oven to 160C/140C Fan/Gas 3. Make small deep cuts all over the lamb with the point of a sharp knife. Mix together the tomato purée and olive oil to make a paste. Spread over the lamb rubbing it into the cuts.Grease the bottom of a roasting tin with oil. Put the lamb in and cover loosely with foil. Cook for 2.5 hours.  Remove the foil and cook for a further 20 minutes.When the lamb is cooked set aside on a warmed plate tented with two layers of kitchen foil. To make the sauce remove any excess fat from the pan and place on the hob over a medium heat. Add the wine and allow to boil for 2 minutes loosening any of the caramelised bits from the pan bottom with a wooden spoon.Add the mixed spice redcurrant jelly chicken stock corn flour slurry orange juice and zest bring to the boil and allow to simmer for 2 minutes or until it thickens. Add the cherries and bring back to the boil simmer for a further minute. Serve with the cherry sauce poured over the lamb.,Each serving of this recipe contains 502kcal of Energy. This represents    25 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 24.7g of Fat. This represents    35 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 10.1g of Saturates. This represents    51 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 3.6g of Sugar. This represents    4 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 0.81g of Salt. This represents    14 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/fruit-nut-bulgar-wheat-salad/384eb4f7-2aff-11e9-8802-7daf07a34f81,Fruit & nut bulgar wheat salad,Our version of tabbouleh - a Middle Eastern salad made with wheat - makes an easy-to-put-together meal,31-60 min. all autumn salads easy meals family meals food fruit inspiration light meals low cost lunch main pulses recipes salad spring summer summer recipes summer salads turkish and middle eastern vegetable weekday winners world flavours,Dinner Light meals Lunch Main course Salad,American,300g Good & Balanced Bulgar Wheat 2 tbsp finely chopped mint leaves  plus extra leaves to garnish 100g raisins (or sultanas) 50g peanuts 50g sunflower seeds 80g pomegranate seeds 50g Lancashire cheese  crumbled 3 tbsp lemon juice 3 tbsp olive oil Pinch ground cinnamon 160g pack washed baby spinach leaves,Put the bulgar wheat in a bowl and pour over boiling water to just cover. Soak for 30 minutes then drain off any excess water.Put the wheat in a larger bowl. Add the chopped mint raisins peanuts sunflower seeds pomegranate seeds and cheese. Gently mix together.Whisk together the lemon juice oil and cinnamon. Season to taste and add to the salad.Just before serving gently stir in the spinach. Garnish with mint leaves.,Each serving of this recipe contains 629kcal of Energy. This represents    31 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 25.6g of Fat. This represents    37 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 5.5g of Saturates. This represents    28 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 20.4g of Sugar. This represents    23 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 0.32g of Salt. This represents    5 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/chilli-tomato-chutney/384e3fdc-2aff-11e9-8802-7daf07a34f81,Chilli & tomato chutney,Chutney will keep for a year if unopened. Once opened  keep in the fridge and use within two weeks. Please note the serving size refers to jars but the nutritional information refers to a teaspoon.,all british chilli chilli recipes christmas christmas recipes chutney easter eat them to defeat them food gifts gifts homemade inspiration jam medium cost more than 91 min. picnic recipes picnics prepare ahead sauces seasonal spring summer tomato vegetable vegetarian vegetarian recipes winter,Baking Sides Snacks,British,1.5 kg vine-ripened tomatoes 3 medium red onions  chopped 2 Bramley cooking apples  peeled  cored and roughly chopped 3cm piece root ginger  peeled and grated 3 large red chillies  finely chopped (remove the seeds for a milder flavour) 1 or 2 garlic cloves  finely chopped 150g sultanas 600ml red wine vinegar 350g light soft brown sugar 1 1?2 level tsp mustard powder,Make a small cut in the bottom of each tomato and put them in a heatproof bowl. Pour over enough boiling water to cover and leave for exactly 1 minute. Drain off the water and skin the tomatoes.Chop roughly and put in a large saucepan or preserving pan. Add the rest of the ingredients and 1 level tsp salt and heat gently stirring occasionally until boiling.Simmer uncovered for about 2 hours or until the mixture is thick (the exact cooking time will depend on the pan and the heat of the cooker).As the mixture starts to thicken stir it occasionally to prevent it catching on the bottom. Meanwhile wash the jars and lids in hot soapy water then rinse and put in the oven open side down at 140C/120C Fan/Gas 1 for 20 minutes.To test if the chutney is ready draw a wooden spoon across the base of the pan. If you can clearly see the base of the pan it’s ready. Spoon the chutney into the hot jars up to the neck. Put the lids back on and cool before labelling. Leave at least six weeks before eating for the flavour to mature and the vinegar taste to mellow. ,Each serving of this recipe contains 17kcal of Energy. This represents    1 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 0g of Fat. This represents    0 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 0g of Saturates. This represents    0 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 3.5g of Sugar. This represents    4 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 0g of Salt. This represents    0 percent of an adult’s daily reference intake which is considered a low amount
https://groceries.asda.com/recipes/nacho-sharing-wedges/384edd56-2aff-11e9-8802-7daf07a34f81,Nacho sharing wedges,A turbo twist on the classic Tex-Mex dish,vegetarian,Buffet Dinner Light meals Lunch Sides Snacks,Mexican,3 large sweet potatoes 1tbsp rapeseed oil 1tsp smoked paprika 1⁄2tsp cayenne pepper 1 red onion  chopped 1 green pepper  chopped 300g can black eye beans  drained and rinsed 1⁄2tsp ground coriander 1tsp ground cumin 400g can chopped tomatoes 150ml reduced-fat soured cream 215g pot Asda Cool Tomato Salsa Fresh coriander  to serve (optional),Preheat the oven to 200C/180C Fan/Gas 6.Scrub the sweet potatoes clean slice into wedges and put in a roasting tin. Toss with 2tsp of the oil the paprika cayenne and black pepper to coat.Bake for 45 mins turning halfway through.Heat the remaining oil in a large frying pan. Cook the onion and green pepper over a high heat until browned. Stir in the beans ground coriander and cumin then cook for 2 mins. Add the tomatoes and simmer for 15 mins or until thick.Serve the wedges with the bean chilli topped with the soured cream salsa and coriander if you like.,Each serving of this recipe contains 210kcal of Energy. This represents    11 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 4.5g of Fat. This represents    6 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.5g of Saturates. This represents    8 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 12.6g of Sugar. This represents    14 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 0.33g of Salt. This represents    6 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/chicken-black-bean-stirfry/384e6778-2aff-11e9-8802-7daf07a34f81,Chicken & black bean stir-fry,You can use sliced carrots instead of water chestnuts.,all autumn chicken chinese easy meals family favourites family meals inspiration less than 30 min. lessthan30 low cost main pasta quick and easy quick dinners spring stir fry summer weekday winners winter world flavours,Main course Dinner,Chinese,250g pack Asda Egg Noodles 200g can Ye Olde Oak Chicken Roll 50g Asda Cashew Nuts 2 tbsp Asda Stir-fry Oil 4 spring onions  sliced 225g can Asda Water Chestnuts  drained and sliced 410g can baby corn  drained 195g jar Sharwoods Black Bean Stir-Fry Sauce,Simmer the noodles in water for 4 minutes. Drain.Cut the chicken roll into bite-sized pieces. Brown the cashews in the oil in a wok then remove.Stir-fry the onion for 2 minutes. Add the chicken water chestnuts and corn and stir-fry for 1-2 minutes.Add the noodles and stir-fry sauce and heat. Sprinkle the nuts over.,Each serving of this recipe contains 523kcal of Energy. This represents    26 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 21.9g of Fat. This represents    31 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 4.2g of Saturates. This represents    21 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 9.8g of Sugar. This represents    11 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 3.2g of Salt. This represents    53 percent of an adult’s daily reference intake which is considered a high amount
https://groceries.asda.com/recipes/chocolate-orange-cake/384dcae9-2aff-11e9-8802-7daf07a34f81,Chocolate orange cake,This is a rich  glorious cake that's gluten-free  too.,61-90 min. all bake budget budget recipes cakes and baking chocolate dessert fruit global gluten-free inspiration mothers day weekend cooking,Baking Dessert,American,150g dark chocolate (70% cocoa solids) 100g unsalted butter  plus extra for greasing 6 large free-range eggs 150g ground almonds 2 medium oranges  finely grated zest 2 tbsp freshly squeezed orange juice 100g caster sugar 3 tbsp cocoa,Pre-heat the oven to 170C/150C Fan/Gas 3. Grease a round 23cm deep cake tin with butter and line the base with baking paper.Break the chocolate into squares and put in a bowl with the butter. Stand the bowl over a pan of simmering water until the chocolate has melted - make sure the base doesn't touch the water. Leave to cool slightly.Separate the egg yolks from the whites. Stir the ground almonds orange zest juice and yolks into the chocolate. In a different bowl whisk the egg whites until stiff. Add the sugar 1 tbsp at a time - after each addition whisk until stiff again. Add a quarter to the chocolate mixture and gently fold in. Then fold in the rest of the egg whites.Turn the mixture into the cake tin and bake for 35-40 minutes. Leave to cool in the tin for 10 minutes then turn out and finish cooling on a wire rack.Serve dusted with the cocoa.,Each serving of this recipe contains 378kcal of Energy. This represents    19 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 29g of Fat. This represents    41 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 11.9g of Saturates. This represents    60 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 15.6g of Sugar. This represents    17 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 0.2g of Salt. This represents    3 percent of an adult’s daily reference intake which is considered a low amount
https://groceries.asda.com/recipes/cranberry-florentines/384dcb15-2aff-11e9-8802-7daf07a34f81,Cranberry Florentines,These classic biscuits are packed with almonds and colourful dried fruit.,all bake budget budget recipes cakes and baking christmas christmas food gifts christmas recipes fine dining food gifts french fruit inspiration less than 30 min. new year quick and easy snack special occasion winter,Baking,French,75g unsalted butter 75g caster sugar 2 tbsp clear honey (or golden syrup) 75g plain flour 75g dried cranberries 50g glace cherries  quartered 50g mixed dried peel 50g flaked almonds,Pre-heat the oven to 180C/160 Fan/Gas 4. Line 2 baking trays with baking paper.Put the butter syrup sugar and honey or syrup in a pan. Heat gently stirring until the butter has melted and all the sugar has dissolved.Remove the saucepan from the heat. Stir in the flour cranberries cherries mixed peel and almonds.Put heaped teaspoonfuls of mixture on the baking tray leaving plenty of space between each one to allow the Florentines to spread during cooking. Bake in the oven for 10-12 minutes until golden. Leave for 5 minutes then transfer to a wire rack to cool.,Each serving of this recipe contains 96kcal of Energy. This represents    5 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 4.2g of Fat. This represents    6 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.9g of Saturates. This represents    10 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 9.3g of Sugar. This represents    10 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 0g of Salt. This represents    0 percent of an adult’s daily reference intake which is considered a low amount
https://groceries.asda.com/recipes/roquefort-mussels/384e66c1-2aff-11e9-8802-7daf07a34f81,Roquefort mussels,This recipe is an even richer spin on moules mariniere  adding creamy and salty roquefort cheese for a more decadent finish.,31-60 min. all autumn cheese dinner parties dinner party drinkaware family favourites family meals fine dining french inspiration lunch main medium cost one pot meals pub food recipes seafood spring starter valentines day valentines day starters winter world flavours,Main course Lunch Starter Dinner,French,2 x 900g packs mussels (raw and unprepared)  from the fish counter 25g butter 4 shallots  chopped 1 clove garlic  finely chopped 150ml dry white wine 4 tbsp double cream 100g crumbled roquefort 1 tbsp chopped parsley Crusty bread  to serve,Wash the mussels in cold running water discarding any that are open or have broken or cracked shells.Pull and scrape off the beards – the stringy fibres that stick out of the shells.Use a small sharp knife to carefully remove any barnacles stuck to the mussels. Rinse again to ensure you’ve got rid of any other bits of broken shell.Melt the butter in your largest pan then cook the shallots over a low heat for 5 minutes until soft. Add the garlic and cook for another minute. Add the wine plus 150ml water then season. Heat until simmering. Cover and simmer for 10 minutes.Add the mussels. Cover the pan and cook over a medium heat for 5 minutes or until the shells have opened. The mussels cook in the steam so shake the pan repeatedly to make sure they cook evenly. Check the mussels and discard any that haven’t opened.Add the cream and cheese and heat through. Divide the mussels between 4 bowls and pour over the sauce then sprinkle with parsley. Serve warm with crusty bread.<br><p>Please drink responsibly. For the facts visit drinkaware.co.uk.</p><br />,Each serving of this recipe contains 362kcal of Energy. This represents    18 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 23.8g of Fat. This represents    34 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 14g of Saturates. This represents    70 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.4g of Sugar. This represents    2 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 2.38g of Salt. This represents    40 percent of an adult’s daily reference intake which is considered a high amount
https://groceries.asda.com/recipes/whole-baked-alaskan-salmon/384e190c-2aff-11e9-8802-7daf07a34f81,Whole baked Alaskan salmon,Simple and nutritious  a fish dish is a healthy seasonal alternative.,61-90 min. all bake british christmas christmas dinner alternatives christmas recipes dinner parties dinner party easter easter recipes fine dining fish inspiration low cost main new year recipe salmon spring winter,Dinner Main course,British,1 tsp sunflower oil 1 kg whole salmon 15g unsalted butter 1 lemon  sliced 2 sprigs lemon thyme 1 shallot  thinly sliced 5 tbsp white wine (or water) Few sprigs watercress Cooked sugar snaps  to serve Mayonnaise  to serve New potatoes  to serve,Pre-heat the oven to 180C/ 160C Fan /Gas 4. Cut 2 sheets of foil big enough to wrap the salmon in a loose parcel then lay them on top of each other on a baking tray and brush the top sheet with oil. Pat the salmon with damp kitchen paper and cut off the head and fins. Lay the salmon on the foil and spread the butter in the cavity and distribute the lemon slices lemon thyme and shallot inside. Season. Sprinkle on the wine or water and fold the foil into a parcel with room inside for the air to circulate but with tightly sealed edges. Oven cook for 45-50 minutes – depending on the depth of the fish more than its weight or length.Remove from the oven but don’t undo the parcel. Set aside for 20 minutes. Undo the foil and remove the lemon slices lemon thyme and shallot. Carefully peel off the skin. Scatter the salmon with a few sprigs watercress and serve with sugar snaps new potatoes and mayonnaise.,Each serving of this recipe contains 0.5kcal of Energy. This represents    8 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 25g of Fat. This represents    36 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 5g of Saturates. This represents    25 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.3g of Sugar. This represents    1 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains g of Salt. This represents     percent of an adult’s daily reference intake which is considered a regular amount
https://groceries.asda.com/recipes/eggs-on-avocado-pancakes/384eb577-2aff-11e9-8802-7daf07a34f81,Eggs on avocado pancakes,This restaurant-style dish is sure to impress your mum. Avocados give a silky  luxurious texture to the pancakes,avocado eggs mothers day pancakes,Breakfast,British,225g plain flour 1 level tbsp baking powder 1 level tbsp caster sugar 325ml milk 6 large eggs 2 avocados  stoned  peeled and mashed 2tbsp oil 1tsp white wine vinegar Roasted cherry tomatoes  to serve,Sift the flour baking powder and a pinch of salt into a big bowl. Stir in the caster sugar.Whisk the milk and 2 of the eggs until smooth then stir in the mashed avocados.Make a well in the centre of the flour and pour in the milk mixture. Mix to a smooth batter with a balloon whisk.Dip some kitchen roll in the oil and rub over the inside of a frying pan. Heat then pour in a small ladleful of batter. Cook the pancake for 1-2 mins flip with a spatula then cook for 1-2 mins more. Repeat with the rest of the batter to make 4 pancakes.To poach the eggs add 3cm of water to a pan bring to a boil then turn down to a gentle simmer. Add the vinegar and a pinch of salt.Crack an egg into a cup. Use a wooden spoon handle to swirl the water into a ‘whirlpool’ and slide the egg in. Cook for 3-4 mins then remove. Repeat with the other eggs – cook just one at a time.Top pancakes with an egg sprinkle with black pepper and serve with the tomatoes.,Each serving of this recipe contains 612kcal of Energy. This represents    31 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 32.9g of Fat. This represents    47 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 9.2g of Saturates. This represents    46 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 7.9g of Sugar. This represents    9 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 0.66g of Salt. This represents    11 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/hawaiian-pineapple-pudding-cake/384edd67-2aff-11e9-8802-7daf07a34f81,Hawaiian pineapple pudding cake,This Hawaiian cake is full of sweet  ripe flavours - serve with coconut or mango ice cream,cake pineapple pudding,Baking Dessert,Caribbean,1 large pineapple  250g unsalted butter  softened  250g golden caster sugar 4 eggs  beaten 250g self-raising flour  200g can pineapple chunks in fruit juice 200g Asda Creamy Original Soft Cheese 100ml whipping cream 2tbsp icing sugar 1tsp vanilla extract 50g desiccated coconut,Preheat the oven to 140C/120C Fan/Gas 1.To make the pineapple flowers slice the top and bottom off the pineapple and cut off the rind. Using a small melon baller or a knife cut out any dark eyes from the pineapple. Thinly slice the pineapple using a mandoline or sharp knife. Lay out on baking trays lined with baking paper.Bake for 30 mins until the tops have dried. Flip and cook for 30 mins. Take out of oven allow to cool for 10 mins.Put the pineapple slices into a muffin tin to help curve the edges and allow to cool fully before using. To make the cake increase the oven temperature to 180C/160C Fan/Gas 4. Grease and line a 20cm square tin with baking paper.  In a large bowl beat together the butter caster sugar eggs and flour until pale fluffy and well combined. Drain the pineapple chunks reserving the juice and stir through the batter. Spoon into the tin smooth the top and bake in for 25-30 mins until risen golden and a knife comes out cleanly when inserted in the centre. Remove from the oven and using a wooden spoon handle make random holes in the cake. Pour 100ml of the reserved pineapple juice evenly over the cake. Leave to cool fully. Whisk together the soft cheese whipping cream icing sugar and vanilla until light and fluffy.Remove the cake from the tin discard the baking paper and spread over the icing. Top with a sprinkle of coconut and the pineapple flowers.,Each serving of this recipe contains 199kcal of Energy. This represents    10 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 11.9g of Fat. This represents    17 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 7.4g of Saturates. This represents    37 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 13.5g of Sugar. This represents    15 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 0.15g of Salt. This represents    3 percent of an adult’s daily reference intake which is considered a low amount
https://groceries.asda.com/recipes/chicken-cherry-salad/384df1da-2aff-11e9-8802-7daf07a34f81,Chicken & cherry salad,Try using leftover roast chicken for a quick supper,31-60 min. all cherry chicken dinner parties dinner party family meals fine dining fruit global inspiration light meals lunch main medium cost romantic recipes salad spring summer summer recipes summer salads valentines day valentines day mains vegetable,Dinner Light meals Lunch Main course Salad,Australian,5 tbsp olive oil 1 tbsp lemon juice 3 tsp clear honey 2 x 260g packs Asda Butcher's Selection Chicken Breast Fillets  cut into bite-sized pieces 1 Asda Deli Ciabatta Roll (or 1 thick slice of bread) 1 tbsp Asda Red Wine Vinegar 1/2 level tsp Dijon mustard Mixed salad leaves 200g fresh cherries  halved and stoned 1/2 cucumber  halved  de-seeded and sliced,Pre-heat the oven to 190C/170C Fan/Gas 5. Line a baking tray with baking paper. Mix together 1 tbsp oil the lemon juice and 2 tsp honey. Season. Add the chicken stir to coat all the pieces and set aside for 15 minutes. Drain off the marinade and put the chicken on the tray making sure the pieces are not touching. Cook in the oven for 15-18 minutes.Meanwhile cut the bread into chunks and put in a bowl with 1 tbsp oil. Toss to coat. Bake on another baking tray for 10 minutes until golden.Whisk together the red wine vinegar mustard and the remaining oil and honey.Place the salad cherries and cucumber in a bowl and toss in the dressing. Divide between 4 plates add the chicken and croutons and serve immediately.,Each serving of this recipe contains 377kcal of Energy. This represents    19 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 18g of Fat. This represents    25 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 2.9g of Saturates. This represents    15 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 12g of Sugar. This represents    13 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 0.61g of Salt. This represents    10 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/baby-shower-cake/384edc66-2aff-11e9-8802-7daf07a34f81,Baby shower cake,Spell it out – this creation is perfect for welcoming a new arrival!   ,baby baking cake party food,Baking,American,1 x 20cm round Madeira cake  4tbsp Asda Raspberry Seedless Jam 1 quantity basic buttercream  1 x 25cm round cake board 780g Dr. Oetker Regal Ice Ready To Roll Icing in White 2tbsp icing sugar  to dust while rolling out Dr. Oetker Gel Food Colour in Sunshine Yellow  Lime Green and Sky Blue 60g Bake & Create Ready To Roll Icing in Pink  4tbsp Silver Spoon Royal Icing Sugar 70cm satin ribbon in a pastel colour,Slice the cake in half horizontally then sandwich back together using the jam and three quarters of the buttercream.Mix the royal icing sugar to a thick paste with about 2tsp water. Put 1tsp of it in the centre of the cake board place the cake on top then spread a thin layer of the remaining buttercream over the outside. Chill for 30 mins.On a surface dusted with icing sugar roll out 600g of the white ready to roll icing to 2-3mm thick. Drape it over your rolling pin and lift over the cake positioning the front edge at the front-bottom edge of the cake. Smooth the fondant over the top and sides easing out any lumps. Trim the excess. Position the ribbon around the base of the cake. Secure the ends with a dab of royal icing.Divide the remaining ready to roll icing into 3 x 60g pieces. Add 3-4 drops blue food colour to the first one and knead well to get a uniform shade. Repeat with the other 2 pieces of icing and the yellow and green food colours working with one colour at a time.Shape 7 cubes using all 4 pastel colours of icing. Leave to dry on baking paper.Spoon the remaining royal icing into an icing bag and snip the end to create a tiny hole. Pipe the letters for NEW BABY one on each of the 7 pastel cubes. Pipe the bunting string all around the top of the cake.On a work surface dusted with icing sugar roll out small amounts of the remaining coloured icing. Keep covered with cling film to prevent drying out. Cut into small bunting triangles. Secure to the cake with royal icing. Once all the bunting is in place roll out more icing and cut out round buttons then use the end of a cocktail stick to create four buttonholes in each. Secure on cake with tiny dabs of royal icing. Re-roll trimmings and cut out small flowers. Stick in place with royal icing.,Each serving of this recipe contains 301kcal of Energy. This represents    15 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 11.5g of Fat. This represents    16 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 6.8g of Saturates. This represents    34 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 37.4g of Sugar. This represents    42 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 0.14g of Salt. This represents    2 percent of an adult’s daily reference intake which is considered a low amount
https://groceries.asda.com/recipes/ramen-noodle-bowl/384eb54f-2aff-11e9-8802-7daf07a34f81,Ramen noodle bowl,Guaranteed to make your mouth water  this sweet teriyaki soup is full of fresh herbs and spices,broth japanese noodles soup less than 30 min,Soup,American,1 Asda Butchers Selection Sirloin Steak  227g 2 tsp Kikkoman Teryaki Marinade 1 tbsp Asda Stir Fry Oil 1cm piece root ginger  grated 1 clove garlic  crushed 1 red chilli  deseeded and finely chopped 1 reduced salt beef stock cube 2 tbsp reduced salt soy sauce 75g carrots  cut into small cubes 150g savoy cabbage  shredded 350g pack fresh Asda Good Balanced Wholewheat noodles 2 salad onions  trimmed and chopped I medium egg  hard boiled  optional,Rub the steak all over with the teriyaki marinade. Set aside for 10 minutes.Meanwhile heat the oil in a saucepan and cook the ginger garlic and chilli over a low heat for 2 minutes stirring.Dissolve the stock cube in 1 litre boiling water then add to the pan with the soy sauce and simmer for 5 minutes.Add the carrots and cabbage return to the boil and simmer for 5 minutes.Add the noodles and heat through.Wipe excess marinade off the steak and cook in a dry frying pan or on a griddle pan for 2 – 3 minutes on each side. Slice.Remove the noodles and vegetables with a large slotted spoon and divide between 2 large bowls. Pour in the stock.Top with slices of steak and sprinkle on the salad onions.If using the egg shell it and cut in half and serve on top.,Each serving of this recipe contains 314kcal of Energy. This represents    16 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 9.5g of Fat. This represents    14 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 2.4g of Saturates. This represents    12 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 5.1g of Sugar. This represents    6 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.02g of Salt. This represents    17 percent of an adult’s daily reference intake which is considered a medium amount
